agency,item,quantity,datereceived,totalcost
BERKELEY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,11/12/13,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,11/5/13,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,11/12/13,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,11/12/13,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,11/5/13,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,11/5/13,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,11/12/13,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
BERKELEY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/9/14,$499.00 
BERLIN TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,1/29/14,$499.00 
BERLIN TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,1/29/14,$499.00 
BERLIN TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,1/29/14,$499.00 
BERLIN TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,1/29/14,$499.00 
BLOOMFIELD POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
BLOOMFIELD POLICE DEPT,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
BLOOMFIELD POLICE DEPT,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
BLOOMFIELD POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
BLOOMFIELD POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
BLOOMFIELD POLICE DEPT,M14 ASSAULT RIFLE,1,4/15/14,$138.00 
BLOOMFIELD POLICE DEPT,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
BLOOMFIELD POLICE DEPT,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
BLOOMFIELD POLICE DEPT,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
BLOOMFIELD POLICE DEPT,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
BLOOMFIELD POLICE DEPT,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
BLOOMFIELD POLICE DEPT,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
BOROUGH OF BRIELLE,"TRUCK,UTILITY",1,4/18/14,"$50,458.00 "
BOROUGH OF BRIELLE,"GENERATORS AND GENERATOR SETS, ELECTRICA",1,9/25/14,"$25,000.00 "
BOROUGH OF BRIELLE,"CABINET, STORAGE",1,10/2/14,$100.00 
BOROUGH OF BRIELLE,"WINCHES, HOISTS, CRANES, AND DERRICKS",1,10/2/14,$500.00 
BOROUGH OF BRIELLE,MICROWAVE,1,10/2/14,$100.00 
BOROUGH OF BRIELLE,OVERHEAD PROJECTOR,2,10/2/14,"$1,200.00 "
BOROUGH OF BRIELLE,"COMPRESSOR  UNIT,RECIPROCATING",1,10/2/14,"$3,449.47 "
BOROUGH OF BRIELLE,"CABINET,STORAGE",1,10/2/14,$704.45 
BOROUGH OF BRIELLE,"RIVETER,BLIND,PNEUMATIC",1,10/2/14,"$7,119.40 "
BOROUGH OF BRIELLE,"TRUCK,LIFT,FORK",1,10/27/14,"$72,370.00 "
BOROUGH OF BRIELLE,"LOCKER,SAFE",1,10/27/14,$572.37 
BOROUGH OF BRIELLE,"TOOL KIT,ELECTRONIC SYSTEM",1,10/27/14,"$1,104.00 "
BOROUGH OF BRIELLE,"CABINET, TOOL",1,10/27/14,$0.00 
BOROUGH OF BRIELLE,"GOGGLES,INDUSTRIAL",15,10/27/14,$929.40 
BOROUGH OF BRIELLE,"SETS, KITS, AND OUTFITS OF HAND TOOLS",2,11/3/14,$0.00 
BOROUGH OF BRIELLE,CASE,4,10/27/14,$0.00 
BOROUGH OF BRIELLE,"PARKA,EXTREME COLD WEATHER",10,10/27/14,"$1,166.50 "
BOROUGH OF BRIELLE,"MITTEN INSERTS,COLD WEATHER",15,10/27/14,$72.90 
BOROUGH OF BRIELLE,"MITTEN SHELLS,COLD WEATHER",15,10/27/14,$176.25 
BOROUGH OF BRIELLE,LUGGAGE,2,10/27/14,$0.00 
BOROUGH OF BRIELLE,"DRILL-DRIVER,ELECTRIC,PORTABLE",2,10/27/14,$217.68 
BOROUGH OF BRIELLE,"SAW,CIRCULAR,PORTABLE,PNEUMATIC",1,10/27/14,$510.81 
BOROUGH OF BRIELLE,"FLOODLIGHT SET,ELECTRIC",1,10/27/14,"$18,400.00 "
BOROUGH OF BRIELLE,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,10/27/14,"$23,731.00 "
BOROUGH OF BRIELLE,"FLOODLIGHT SET,ELECTRIC",2,11/3/14,"$36,800.00 "
BOROUGH OF BRIELLE,DISPLAY UNIT,1,10/27/14,"$5,868.75 "
BOROUGH OF BRIELLE,"COVER,FITTED,VEHICULAR BODY",1,10/27/14,$600.18 
BOROUGH OF BRIELLE,"COVER,FITTED,VEHICULAR BODY",1,10/27/14,$600.18 
BOROUGH OF BRIELLE,"COT,FOLDING",10,10/27/14,$881.10 
BOROUGH OF BRIELLE,ASSAULT PACK,5,10/27/14,$386.70 
BOROUGH OF BRIELLE,ASSAULT PACK,4,10/27/14,$309.36 
BOROUGH OF BRIELLE,"UNDERSHIRT,COLD  WEATHER",10,11/3/14,$137.70 
BOROUGH OF BRIELLE,"UNDERSHIRT,COLD  WEATHER",10,11/3/14,$137.70 
BOROUGH OF BRIELLE,"UNDERSHIRT,COLD  WEATHER",15,11/3/14,$206.55 
BOROUGH OF BRIELLE,"UNDERSHIRT,COLD  WEATHER",15,10/24/14,$206.55 
BOROUGH OF BRIELLE,"RACK,STORAGE,SMALL ARMS",1,11/3/14,$460.99 
BOROUGH OF BRIELLE,"ANCHOR,MARINE,FLUKED",1,10/27/14,"$2,715.10 "
BOROUGH OF BRIELLE,"REFRIGERATOR-FREEZER,MECHANICAL,FOOD",2,11/3/14,$610.22 
BOROUGH OF BRIELLE,"MONITOR, COMPUTER",10,11/3/14,$0.00 
BOROUGH OF BRIELLE,"HEATER,SPACE",1,11/3/14,"$9,196.46 "
BOROUGH OF BRIELLE,"SHEET,BED",20,11/3/14,$396.60 
BOROUGH OF BRIELLE,FILE CABINET,4,11/3/14,$0.00 
BOROUGH OF CHESTER POLICE DEPT,"CHEST,AMMUNITION",15,11/5/14,$166.50 
BOROUGH OF CHESTER POLICE DEPT,"CHEST,AMMUNITION",20,11/5/14,$222.00 
BRICK TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,2/21/14,"$43,376.00 "
BRICK TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
BRICK TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
BRICK TOWNSHIP POLICE DEPT,FLAT PANEL MONITOR,15,2/15/14,"$3,375.00 "
BRICK TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,2/21/14,"$41,061.00 "
BRICK TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
BRICK TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
BRICK TOWNSHIP POLICE DEPT,TRUCK TRACTOR,1,2/15/14,"$75,553.88 "
BRICK TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,2/21/14,"$41,447.00 "
BRICK TOWNSHIP POLICE DEPT,"TABLE, OFFICE",12,4/7/14,"$1,500.00 "
BRICK TOWNSHIP POLICE DEPT,"PLOTTER,GRAPHICS",1,4/7/14,"$1,500.00 "
BRICK TOWNSHIP POLICE DEPT,"TRAILER,FLAT BED",1,8/4/14,"$14,423.00 "
BRICK TOWNSHIP POLICE DEPT,"TRACTOR,FULL TRACKED,LOW  SPEED",1,9/5/14,"$72,325.00 "
BRICK TOWNSHIP POLICE DEPT,"TRACTOR,FULL TRACKED,LOW  SPEED",1,9/5/14,"$90,375.00 "
BRICK TOWNSHIP POLICE DEPT,"TRUCK,VAN",1,9/5/14,"$135,122.00 "
BRICK TOWNSHIP POLICE DEPT,TRUCK TRACTOR,1,9/19/14,"$86,203.00 "
BRICK TOWNSHIP POLICE DEPT,STORAGE TANKS,1,9/5/14,"$5,300.00 "
BRICK TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,2/21/14,"$41,061.00 "
BRICK TOWNSHIP POLICE DEPT,"CAP,TRUCK,MOUNTING",1,1/24/11,"$30,644.00 "
BRICK TOWNSHIP POLICE DEPT,"TRUCK,ARMORED",1,5/2/14,"$65,070.00 "
BRICK TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
BRICK TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
BRICK TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
BRICK TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
BRICK TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
BRICK TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
BROOKLAWN POLICE DEPT,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
BROOKLAWN POLICE DEPT,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
CAMDEN COUNTY SHERIFF DEPT,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CAMDEN COUNTY SHERIFF DEPT,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CAMDEN COUNTY SHERIFF DEPT,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CAMDEN COUNTY SHERIFF DEPT,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CAMDEN COUNTY SHERIFF DEPT,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CAPE MAY COUNTY PROSECUTOR,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
CAPE MAY COUNTY PROSECUTOR,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
CAPE MAY COUNTY PROSECUTOR,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
CAPE MAY COUNTY PROSECUTOR,"TRUCK,UTILITY",1,2/15/14,"$63,894.00 "
CAPE MAY COUNTY PROSECUTOR,"CHEST,AMMUNITION",144,2/15/14,"$1,598.40 "
CAPE MAY COUNTY PROSECUTOR,ELECTRIC LIGHTING FIXTURES,1,2/15/14,"$1,891.00 "
CAPE MAY COUNTY PROSECUTOR,"GOGGLES,INDUSTRIAL",1,2/15/14,$63.17 
CAPE MAY COUNTY PROSECUTOR,"GOGGLES,INDUSTRIAL",15,2/15/14,$947.55 
CAPE MAY COUNTY PROSECUTOR,"MAGAZINE,CARTRIDGE",100,2/15/14,$998.00 
CAPE MAY COUNTY PROSECUTOR,"TRUCK,WRECKER",1,6/3/14,"$168,960.00 "
CAPE MAY COUNTY PROSECUTOR,"TRUCK,WRECKER",1,6/3/14,"$168,960.00 "
CAPE MAY COUNTY PROSECUTOR,"TRUCK,DUMP",1,5/8/14,"$84,554.00 "
CAPE MAY COUNTY PROSECUTOR,"TRUCK,DUMP",1,5/8/14,"$84,554.00 "
CAPE MAY COUNTY PROSECUTOR,"TRUCK,DUMP",1,6/3/14,"$89,115.00 "
CAPE MAY COUNTY PROSECUTOR,"TRUCK,UTILITY",1,2/15/14,"$50,458.00 "
CAPE MAY COUNTY PROSECUTOR,"DETECTING SET,MINE",5,8/12/14,"$28,285.00 "
CEDAR GROVE POLICE DEPT,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
CEDAR GROVE POLICE DEPT,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
CEDAR GROVE POLICE DEPT,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
CEDAR GROVE POLICE DEPT,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CEDAR GROVE POLICE DEPT,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CEDAR GROVE POLICE DEPT,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CHATHAM TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHATHAM TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CHATHAM TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHATHAM TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHATHAM TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHATHAM TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHERRY HILL POLICE DEPT,"TRUCK,UTILITY",1,9/1/14,"$41,061.00 "
CHERRY HILL POLICE DEPT,"SHIPPING AND STORAGE CONTAINER,MUNITIONS",4,10/16/14,$0.00 
CHERRY HILL POLICE DEPT,"TRUCK,LIFT,FORK",1,11/5/14,"$100,010.00 "
CHERRY HILL POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHERRY HILL POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHERRY HILL POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHERRY HILL POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CHESILHURST POLICE DEPT,"TRUCK,UTILITY",1,8/27/14,"$47,023.00 "
CHESILHURST POLICE DEPT,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CHESILHURST POLICE DEPT,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
CHESILHURST POLICE DEPT,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
CHESTER TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
CINNAMINSON TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,4/30/14,"$50,458.00 "
CINNAMINSON TOWNSHIP POLICE DEPT,FLAT PANEL MONITOR,10,3/8/14,"$2,250.00 "
CLAYTON POLICE DEPT,M14 ASSAULT RIFLE,1,4/10/14,$138.00 
CLAYTON POLICE DEPT,M14 ASSAULT RIFLE,1,4/10/14,$138.00 
CLAYTON POLICE DEPT,M14 ASSAULT RIFLE,1,4/10/14,$138.00 
CLINTON POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CLINTON POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CLINTON POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
CLINTON POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
COLLINGSWOOD POLICE DEPT,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
COLLINGSWOOD POLICE DEPT,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
COLLINGSWOOD POLICE DEPT,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
COLLINGSWOOD POLICE DEPT,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
COLLINGSWOOD POLICE DEPT,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
COLLINGSWOOD POLICE DEPT,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
COLLINGSWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
COLLINGSWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
COLLINGSWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
COLLINGSWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
COLLINGSWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
COLLINGSWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,4/23/14,$138.00 
CRANFORD POLICE DEPARTMENT,"TRUCK,CARGO",2,8/29/14,"$144,080.00 "
CRANFORD POLICE DEPARTMENT,"TRAILER,FLAT BED",1,8/20/14,"$14,423.00 "
CRANFORD POLICE DEPARTMENT,"CASE,ELECTRONIC COMMUNICATIONS EQUIPMENT",7,8/20/14,"$2,632.00 "
CRANFORD POLICE DEPARTMENT,"TRUCK,UTILITY",1,9/3/14,"$49,897.00 "
CRANFORD POLICE DEPARTMENT,"TRUCK,UTILITY",1,8/28/14,"$41,061.00 "
CRANFORD POLICE DEPARTMENT,"TRUCK,UTILITY",1,8/28/14,"$41,061.00 "
CRANFORD POLICE DEPARTMENT,TRUCK TRACTOR,2,8/29/14,"$141,664.00 "
CRANFORD POLICE DEPARTMENT,"TRUCK,VAN",1,8/20/14,"$135,122.00 "
CRANFORD POLICE DEPARTMENT,"GENERATOR SET,DIESEL ENGINE",1,9/30/14,"$10,700.00 "
CRANFORD POLICE DEPARTMENT,"GENERATOR SET,DIESEL ENGINE",1,9/30/14,"$10,700.00 "
CRANFORD POLICE DEPARTMENT,"TRAILER,FLAT BED",1,9/30/14,"$14,423.00 "
CRANFORD POLICE DEPARTMENT,"TRUCK,DUMP",1,9/30/14,"$72,425.00 "
CRANFORD POLICE DEPARTMENT,"MONITOR, COMPUTER",4,10/7/14,"$2,400.00 "
DEAL POLICE DEPT,"TRUCK,CARGO",1,8/29/14,"$67,139.00 "
DEAL POLICE DEPT,"TRUCK,UTILITY",1,9/1/14,"$50,458.00 "
DEAL POLICE DEPT,"GENERATOR SET,DIESEL ENGINE",1,9/22/14,"$25,073.00 "
DEAL POLICE DEPT,"GENERATOR SET,DIESEL ENGINE",1,9/22/14,"$25,073.00 "
DEAL POLICE DEPT,"WINTERIZATION KIT,GENERATOR SET",2,9/22/14,"$7,498.00 "
DEAL POLICE DEPT,"WINCH,DRUM,VEHICLE  MOUNTING",3,10/6/14,"$19,326.00 "
DEAL POLICE DEPT,"TOOL KIT,PNEUMATIC",1,10/17/14,"$3,948.03 "
DEAL POLICE DEPT,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,9/26/14,"$31,481.00 "
DEAL POLICE DEPT,"TRUCK,DUMP",1,10/29/14,"$72,425.00 "
DEAL POLICE DEPT,ELECTRIC VEHICULAR LIGHTS AND FIXTURES,8,10/17/14,"$2,056.00 "
DEAL POLICE DEPT,"COMPRESSOR UNIT,ROTARY",1,10/20/14,"$9,535.00 "
DEAL POLICE DEPT,SEARCHLIGHT KIT,1,10/6/14,"$1,671.35 "
DEAL POLICE DEPT,SEARCHLIGHT KIT,1,10/6/14,"$1,671.35 "
DEAL POLICE DEPT,SEARCHLIGHT KIT,1,10/6/14,"$1,671.35 "
DEAL POLICE DEPT,SEARCHLIGHT KIT,1,10/6/14,"$1,671.35 "
DEAL POLICE DEPT,"PARTS KIT,WINCH",4,10/10/14,"$10,398.76 "
DEAL POLICE DEPT,"GENERATOR SET,DIESEL ENGINE",1,10/20/14,"$8,332.00 "
DEAL POLICE DEPT,"GENERATOR SET,DIESEL ENGINE",1,10/20/14,"$8,332.00 "
DEAL POLICE DEPT,"PARTS KIT,WINCH",2,10/10/14,"$5,199.38 "
DEAL POLICE DEPT,"TRUCK,DUMP",1,11/3/14,"$72,425.00 "
DEAL POLICE DEPT,"CAMERA, DIGITAL",1,10/20/14,$327.69 
DEAL POLICE DEPT,BINOCULAR,10,10/22/14,"$68,592.00 "
DEAL POLICE DEPT,"TOWING KIT,VEHICULA",2,10/17/14,"$10,973.70 "
DEAL POLICE DEPT,"TOOL KIT,HYDRAULIC",1,10/17/14,"$1,159.00 "
DEAL POLICE DEPT,"TOOL KIT,HYDRAULIC",1,10/17/14,"$1,159.00 "
DEAL POLICE DEPT,"SETS, KITS, AND OUTFITS OF HAND TOOLS",1,10/17/14,"$8,646.69 "
DEAL POLICE DEPT,SMALL CRAFT BOAT,1,10/31/14,$0.00 
DEAL POLICE DEPT,"PUMP UNIT,CENTRIFUGAL",1,11/3/14,"$11,790.00 "
DEAL POLICE DEPT,LIGHT BAR,1,11/6/14,"$2,922.51 "
DEAL POLICE DEPT,"TOOL KIT,REPAIRMAN'S,SMALL ARMS",1,10/31/14,"$2,130.00 "
DEAL POLICE DEPT,TRAFFIC AND TRANSIT SIGNAL SYSTEMS,1,11/4/14,$0.00 
DEAL POLICE DEPT,"SPECTACLES,INDUSTRIAL",21,11/6/14,$956.34 
DEAL POLICE DEPT,"SAW, POWER",1,11/7/14,$0.00 
DEAL POLICE DEPT,VEHICLE PANEL,2,11/7/14,$0.00 
DEAL POLICE DEPT,"TOOL KIT,GENERAL MECHANIC'S",5,11/7/14,"$12,420.00 "
DEAL POLICE DEPT,FIBERSCOPE,1,11/7/14,"$18,363.00 "
DEAL POLICE DEPT,"ILLUMINATOR,FIBEROP",1,11/7/14,"$1,194.03 "
DEAL POLICE DEPT,SURGE PROTECTOR,2,11/6/14,$0.00 
DEAL POLICE DEPT,SHIPPING CASE,15,11/7/14,$0.00 
DEAL POLICE DEPT,"CHAIN ASSEMBLY,TIRE",24,11/6/14,"$10,133.76 "
DEAL POLICE DEPT,MISCELLANEOUS CONSTRUCTION EQUIPMENT,1,11/7/14,$0.00 
DEAL POLICE DEPT,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
DEAL POLICE DEPT,M14 ASSAULT RIFLE,1,4/18/14,$138.00 
DELRAN TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
DELRAN TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
DELRAN TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
DELRAN TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
DENVILLE POLICE DEPT,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
DENVILLE POLICE DEPT,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
DENVILLE POLICE DEPT,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
DENVILLE POLICE DEPT,M14 ASSAULT RIFLE,1,11/26/13,$138.00 
DUNELLEN POLICE DEPT,"TRUCK,UTILITY",1,4/18/14,"$41,061.00 "
DUNELLEN POLICE DEPT,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
DUNELLEN POLICE DEPT,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
DUNELLEN POLICE DEPT,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
DUNELLEN POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
EAST HANOVER POLICE DEPT,"BIPOD,RIFLE",9,9/18/14,"$1,119.33 "
EAST HANOVER POLICE DEPT,"RECEIVER,UPPER",10,9/18/14,$900.50 
EAST HANOVER POLICE DEPT,"SIGHT,REFLEX",15,9/18/14,"$5,865.00 "
EAST HANOVER POLICE DEPT,"SHIRT,COLD WEATHER",10,9/22/14,$602.50 
EAST HANOVER POLICE DEPT,"SHIRT,COLD WEATHER",5,9/22/14,$301.25 
EAST HANOVER POLICE DEPT,"SIGHT,REAR",9,9/22/14,$531.90 
EAST HANOVER POLICE DEPT,"HELMET,MOUNT,BRACKE",15,10/1/14,"$4,205.70 "
EAST HANOVER POLICE DEPT,BINOCULAR,8,10/1/14,"$1,535.76 "
EAST HANOVER POLICE DEPT,BINOCULAR,2,10/1/14,$383.94 
EAST HANOVER POLICE DEPT,"TUBE,BENT,METALLIC",10,10/20/14,$96.60 
EAST HANOVER POLICE DEPT,"MOUNT,VIEWER",15,10/20/14,"$1,890.00 "
EAST HANOVER POLICE DEPT,"SIGHT,TEPESCOPIC 10",2,10/20/14,"$3,338.34 "
EAST HANOVER POLICE DEPT,CLOSE QUARTERS BATT,16,10/20/14,$0.00 
EAST HANOVER POLICE DEPT,"SIGHT,HOLOGRAPHIC",15,10/15/14,"$7,281.45 "
EAST HANOVER POLICE DEPT,"RANGE FINDER,LASER",3,10/30/14,"$1,457.79 "
EAST HANOVER POLICE DEPT,"ADAPTER,HEADSET",15,10/30/14,$533.70 
EAST HANOVER POLICE DEPT,"LIGHT KIT,WEAPONS",15,10/30/14,"$7,739.10 "
EAST HANOVER POLICE DEPT,"ADAPTER RAIL,WEAPON MOUNTED,M4",14,10/24/14,"$1,050.14 "
EAST HANOVER POLICE DEPT,"ADAPTER RAIL,WEAPON MOUNTED,M4",1,10/24/14,$75.01 
EAST HANOVER POLICE DEPT,"LENS,OPTICAL  INSTRUMENT,MOUNTED",1,11/5/14,"$2,791.91 "
EAST HANOVER POLICE DEPT,"LENS,OPTICAL  INSTRUMENT,MOUNTED",1,11/3/14,$964.58 
EAST WINDSOR TOWNSHIP POLICE DEP,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
EAST WINDSOR TOWNSHIP POLICE DEP,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
EAST WINDSOR TOWNSHIP POLICE DEP,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
EAST WINDSOR TOWNSHIP POLICE DEP,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
EAST WINDSOR TOWNSHIP POLICE DEP,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
EATONTOWN POLICE DEPT,"TRUCK,UTILITY",1,3/10/14,"$50,458.00 "
EATONTOWN POLICE DEPT,"TRUCK,UTILITY",1,3/10/14,"$49,897.00 "
EATONTOWN POLICE DEPT,"GOGGLES,BALLISTIC",50,2/15/14,"$2,193.00 "
EATONTOWN POLICE DEPT,FLAT PANEL MONITOR,12,2/15/14,"$2,700.00 "
EATONTOWN POLICE DEPT,"TRUCK,UTILITY",1,3/10/14,"$41,061.00 "
EATONTOWN POLICE DEPT,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,2/15/14,"$12,102.00 "
EATONTOWN POLICE DEPT,"TRUCK,UTILITY",1,3/10/14,"$41,061.00 "
ELIZABETH POLICE DEPT,"TRUCK,ARMORED",1,1/29/14,"$65,070.00 "
ELIZABETH POLICE DEPT,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
ELIZABETH POLICE DEPT,M14 ASSAULT RIFLE,1,1/29/14,$138.00 
